juna_core_commit,channel,snr_db,pilot_ratio,outer_pilot_spacing,inner_pilot_spacing,code_rate,nfft,cp,modem_fs,capture_fs,bandwidth_policy,requested_modem_bandwidth_hz,channel_bandwidth_hz,effective_bandwidth_hz,effective_bw,algorithm,blocks,successful_blocks,psr,payload_bits,bit_errors,ber,mean_decode_seconds_per_block,capture_duration_seconds,covered_duration_seconds,effective_data_rate_bps,seed,status
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.0625,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Standard OFDM,444,7,0.0157657657658,63492,7733,0.121794871795,0.00995719039865,47.7916666667,47.73,20.9450741064,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.0625,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Partial FFT+FEC,444,1,0.00225225225225,63492,6415,0.101036351036,0.0106770128446,47.7916666667,47.73,2.99215344377,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.0625,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Lite,444,122,0.274774774775,63492,2806,0.0441945441945,0.0380330783761,47.7916666667,47.73,365.042720139,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.0625,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Wz,444,23,0.0518018018018,63492,7250,0.114187614188,0.224285807198,47.7916666667,47.73,68.8195292066,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.0625,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-WCz,444,23,0.0518018018018,63492,7252,0.114219114219,0.0399254458874,47.7916666667,47.73,68.8195292066,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Standard OFDM,1735,6,0.00345821325648,121450,14568,0.119950596953,0.00195641182363,47.7916666667,47.7125,8.78814298169,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Partial FFT+FEC,1735,0,0,121450,30012,0.247114038699,0.00195074430432,47.7916666667,47.7125,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Lite,1735,2,0.00115273775216,121450,26341,0.216887608069,0.00658686029568,47.7916666667,47.7125,2.9293809939,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Wz,1735,2,0.00115273775216,121450,32961,0.271395636064,0.0404684551297,47.7916666667,47.7125,2.9293809939,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-WCz,1735,2,0.00115273775216,121450,32961,0.271395636064,0.00782739341441,47.7916666667,47.7125,2.9293809939,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,1024,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Standard OFDM,881,1,0.0011350737798,125102,11871,0.0948905692955,0.00425676250965,47.7916666667,47.7208333333,2.97122929381,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,1024,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Partial FFT+FEC,881,0,0,125102,21002,0.167879010727,0.00421591608059,47.7916666667,47.7208333333,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,1024,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Lite,881,0,0,125102,17140,0.137008201308,0.015350963353,47.7916666667,47.7208333333,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,1024,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Wz,881,0,0,125102,24593,0.196583587792,0.0942601616039,47.7916666667,47.7208333333,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,1024,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-WCz,881,0,0,125102,24602,0.196655529088,0.0170887732191,47.7916666667,47.7208333333,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Standard OFDM,444,0,0,126984,18547,0.146057771058,0.00959071287387,47.7916666667,47.73,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Partial FFT+FEC,444,0,0,126984,18046,0.142112392112,0.00962386980405,47.7916666667,47.73,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Lite,444,0,0,126984,15362,0.120975870976,0.0352524621914,47.7916666667,47.73,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Wz,444,0,0,126984,22285,0.175494550495,0.214997232606,47.7916666667,47.73,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.125,2048,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-WCz,444,0,0,126984,22313,0.175715050715,0.0393906109955,47.7916666667,47.73,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.25,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Standard OFDM,1735,0,0,244635,32625,0.133361947391,0.00190099302651,47.7916666667,47.7125,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.25,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Partial FFT+FEC,1735,0,0,244635,64746,0.264663682629,0.00185289879769,47.7916666667,47.7125,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.25,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Lite,1735,0,0,244635,60996,0.249334723159,0.00631047896196,47.7916666667,47.7125,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.25,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Wz,1735,0,0,244635,71103,0.290649334723,0.0389930397481,47.7916666667,47.7125,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.25,512,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-WCz,1735,0,0,244635,71071,0.290518527602,0.00750988570778,47.7916666667,47.7125,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.25,1024,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Standard OFDM,881,0,0,251085,33058,0.131660593026,0.00444279315096,47.7916666667,47.7208333333,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.25,1024,16,19200,19200,legacy_uncapped,19200,9600,19200,1,Partial FFT+FEC,881,0,0,251085,51691,0.205870521935,0.00407979682974,47.7916666667,47.7208333333,0,1,ok
0a2d9275775853c709f84102c02f23f6907891a3,red1,20,0.5,4,4,0.25,1024,16,19200,19200,legacy_uncapped,19200,9600,19200,1,JUNA-Lite,881,0,0,251085,48245,0.192146085987,0.0137960386254,47.7916666667,47.7208333333,0,1,ok
